Molecule Name,SMILES,LogD,HLM CLint
E-0016482,C[C@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CCC1,1.3,0.0
E-0016483,CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,1.2,4.7
E-0016484,N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)c(F)c3)cnc12,1.8,5.8
E-0016485,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cnncc2c1,1.6,10.1
E-0016486,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,1.7,5.4
E-0016489,CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.6,9.0
E-0016490,Cc1cccc(-c2ccc(OCC(C)(C)N(C)C)cc2)c1N,1.6,3.6
E-0016491,Nc1cc2ncccc2cc1-c1ccc(OCCN2CCCCC2)cc1,2.4,5.0
E-0016499,CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,3.7,84.3
E-0016510,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(C3CCOCC3)ccc21,2.1,20.3
E-0016511,Cc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccn1,0.8,0.0
E-0016512,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccnnc5)CC4)cc3c2)s1,1.3,3.6
E-0016513,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,0.6,4.0
E-0016514,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5cccnc5)CC4)cc3c2)s1,2.3,61.1
E-0016515,Cn1cc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)cn1,1.0,5.4
E-0016516,Cc1nnc(-c2ccn3nc(C(=O)N4CCC(N(C)c5ccncc5)CC4)cc3c2)s1,0.4,0.0
E-0016517,C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.1,6.7
E-0016518,C[C@@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.1,5.6
E-0016519,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1C1CC1,1.7,5.8
E-0016520,Cn1ccc(-c2ccc3c(c2)cc(CN2CCCCC2)n3C)cc1=O,2.0,6.4
E-0016521,C[C@@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.3,8.9
E-0016522,C[C@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.3,3.5
E-0016523,CN(C)C(=O)CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,0.8,8.5
E-0016524,CCN(C)C1(C#Cc2c(F)ccc3c2[nH]c2c(=O)n(C)ccc23)CC1,3.3,18.9
E-0016525,CCN(C)C1(C#Cc2c(F)ccc3c4ccn(C)c(=O)c4n(C)c23)CC1,3.0,18.8
E-0016526,Cc1cn(C)c(=O)c2[nH]c3cc(NCCN4CCCCC4)ccc3c12,1.2,3.8
E-0016527,CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,0.9,7.1
E-0016528,CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,0.8,2.4
E-0016529,Cn1cnc2c(oc3cc(OCCN4CCCCC4)ccc32)c1=O,0.4,2.8
E-0016530,COC1CCN(CCOc2ccc3c(c2)oc2c(=O)n(C)cnc23)CC1,0.5,1.7
E-0016531,COC1CCN(CCOc2cnc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.9,6.9
E-0016532,Cn1ccc2c([nH]c3cc(NC(=O)CCCN4CCCCC4)ccc32)c1=O,0.2,5.2
E-0016533,Cn1ccc2c([nH]c3c(CCC4(C)CNC4)c(F)ccc32)c1=O,-0.1,5.4
E-0016534,Cc1cn(C)c(=O)c2[nH]c3cc(N(C)CCN4CCCCC4)ccc3c12,1.9,6.2
E-0016535,NC(=O)c1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,1.4,0.0
E-0016536,O=c1[nH]cnc2cn(-c3ccc(OCCN4CCCCC4)cc3)nc12,0.8,4.4
E-0016537,CNc1ccc(-n2cc3nc[nH]c(=O)c3n2)cc1,1.4,29.5
E-0016538,CNc1ccc(-n2cnc3c[nH]nc3c2=O)cc1,0.8,0.0
E-0016539,Cn1c(=O)oc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,2.5,3.4
E-0016540,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,2.5,8.7
E-0016541,Cc1nc(-c2cc(Br)c(N)c3cnccc23)ccc1OCCN1CCCCC1,3.2,9.0
E-0016542,CNC(=O)c1ccc(-c2cc3cnccc3c(C)c2NC)cc1,2.9,47.6
E-0016543,CNc1c(-c2ccc(C(N)=O)c(F)c2)cc2cnccc2c1C,2.7,27.2
E-0016544,CNc1c(-c2ccc(-c3ncc[nH]3)cc2)cc2cnccc2c1C,3.7,149.6
E-0016545,N#Cc1cnn2cc(-c3ccc(OCCN4CCC[C@H](F)C4)cc3)cnc12,2.4,45.2
E-0016546,N#Cc1cnn2cc(-c3ccc(OCCN4CCC[C@@H](F)C4)cc3)cnc12,2.4,51.0
E-0016547,CNc1c(C)cccc1-c1ccc(-c2ncc[nH]2)cc1,3.5,63.9
E-0016548,CNc1c(C)cccc1-c1ccc(-c2cn[nH]c2)cc1,3.8,50.2
E-0016549,Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.4,3.8
E-0016550,Clc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.5,0.5
E-0016551,N#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,2.1,3.9
E-0016552,N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)cc3)cnc12,1.7,5.9
E-0016553,Cc1c(N)c(-c2ccc([C@@H](O)CCN(C)C)cc2)cc2cnccc12,1.3,2.0
E-0016554,Cc1c(N)c(-c2ccc([C@H](O)CCN(C)C)cc2)cc2cnccc12,1.3,2.0
E-0016555,CNc1c(C)cc(-c2ccccn2)cc1-c1ccc(OCCN2CCCCC2)cc1,3.2,14.3
E-0016556,COCCCN[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.8,51.1
E-0016557,COCCCN[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.8,37.5
E-0016558,Cc1c(N)c(-c2ccc(OCCN3CC(N)C3)cc2)cc2cnccc12,1.0,0.0
E-0016565,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,1.7,18.8
E-0016566,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)o1,0.4,2.1
E-0016567,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3ccccn3)ccn2n1,1.5,14.5
E-0016570,Cc1nnc(-c2ccn3nc(C(=O)N(C)C4CCN(c5ccncc5)CC4)cc3c2)s1,0.6,0.0
E-0016571,Cc1nnc(-c2ccn3nc(C(=O)NC4CN(c5ccncc5)C4)cc3c2)s1,0.5,2.9
E-0016572,Cn1ccc(Nc2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,1.0,2.1
E-0016575,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3ncco3)ccn2n1,1.3,9.4
E-0016579,Cn1ncc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,1.1,8.4
E-0016580,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4ccncc4)CC2)n3C)s1,1.5,0.2
E-0016582,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(N3CCOCC3)ccc21,1.1,6.0
E-0016585,Cn1ccc(-c2ccc3nc(CN4CCCCC4)ccc3c2)cc1=O,1.2,5.5
E-0016586,Cn1cc(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)cn1,2.7,214.4
E-0016587,C[C@@H]1CCC[C@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.4,18.2
E-0016588,C[C@@H]1CCC[C@H](C)N1C(=O)COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,2.7,77.6
E-0016589,CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,0.4,2.7
E-0016590,Cn1ccc2c(oc3cc(OCCN4CCOCC4)ccc32)c1=O,1.0,16.3
E-0016591,COC1CCN(CCOc2ccc3c(c2)oc2c(=O)n(C)ccc23)CC1,0.8,8.4
E-0016592,Cn1cnc2c(oc3cc(OCCN4CCOCC4)ccc32)c1=O,0.6,2.4
E-0016593,O=C(CN1CCCCC1)Nc1ccc2c(c1)[nH]c1c(=O)n(C(F)F)ccc12,2.5,3.0
E-0016594,COCCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.1,6.8
E-0016595,CNC(=O)CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,0.6,0.3
E-0016596,CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,0.8,3.6
E-0016597,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)cnc3c12,1.0,2.9
E-0016598,Cn1ccc(-c2ccc(OCCN3CCCCC3)cc2)c(N)c1=O,0.5,1.1
E-0016599,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1C(F)F,2.1,10.4
E-0016600,Cn1ccc(-c2cccc(OCCN3CCCCC3)c2)c(N)c1=O,0.5,2.4
E-0016601,Cn1cnc(-c2cccc(OCCN3CCCCC3)c2)c(N)c1=O,-0.2,3.7
E-0016602,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,3.0,118.1
E-0016603,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,3.1,248.7
E-0016604,Cc1cccc(-c2ccc(OCCN3CC[C@@H](F)C3)cc2)c1N,2.8,15.6
E-0016605,NC(=O)c1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,1.1,4.9
E-0016606,Cc1cccc(-c2ccc(OCCN3CC[C@H](F)C3)cc2)c1N,2.8,11.9
E-0016607,COCCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.3,61.5
E-0016608,CNc1c(-c2ccc(C(=O)N(C)C)cc2)cc2cnccc2c1C,2.7,87.6
E-0016609,CNc1c(-c2ccc(-c3c[nH]cn3)cc2)cc2cnccc2c1C,3.5,25.3
E-0016610,COCCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.3,52.5
E-0016611,CCN(C)CCNC(=O)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.6,34.6
E-0016612,CNc1c(-c2ccc(-c3cn[nH]c3)cc2)cc2cnccc2c1C,3.7,62.0
E-0016613,CNc1c(-c2ccc(C(N)=O)nc2)cc2cnccc2c1C,2.2,20.3
E-0016614,Cc1cccc(-c2ccc3oc(CN4CCCCC4)cc3c2)c1N,3.6,12.6
E-0016615,CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.7,44.4
E-0016616,CNc1c(C)cccc1-c1ccc(-c2ccn[nH]2)cc1,3.7,27.6
E-0016617,CNc1c(-c2ccc(-c3ccn[nH]3)cc2)cc2cnccc2c1C,3.8,39.8
E-0016618,N#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)cc3)cnc12,2.4,130.4
E-0016619,N#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,0.7,2.6
E-0016620,CNc1c(C)cccc1-c1ccc(-c2c[nH]cn2)cc1,3.2,6.9
E-0016626,O=C(NC1CCN(c2ccncc2Cl)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,3.8,61.0
E-0016627,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3ccnc3)ccn2n1,1.2,12.3
E-0016628,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cnc[nH]3)ccn2n1,1.5,0.0
E-0016629,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3cccn3)ccn2n1,1.2,11.4
E-0016630,Cc1nc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)c[nH]1,1.6,0.0
E-0016631,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nccs3)ccn2n1,1.9,9.4
E-0016633,Cc1csc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,2.0,30.5
E-0016634,CN1CCN(c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)CC1,0.7,0.0
E-0016635,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(C3CCOCC3)ccn2n1,1.1,15.6
E-0016637,Cn1ccc2c([nH]c3cc(OCCc4ccncc4)ccc32)c1=O,2.6,18.7
E-0016638,CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.0,2.3
E-0016639,C[C@H]1CCC[C@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,2.5
E-0016641,C[C@@H]1CCC[C@@H](C)N1C(=O)COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,2.2,16.8
E-0016642,Cn1ccc2c([nH]c3cc(OCC(=O)N4CC5(COC5)C4)ccc32)c1=O,0.5,2.3
E-0016643,CN1CCN(C(=O)COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.7,2.5
E-0016644,Cn1ccc2c(sc3cc(OCCN4CCCCC4)ccc32)c1=O,1.4,2.8
E-0016646,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1COC1,1.1,5.3
E-0016648,Cn1ccc(-c2ccc(OCCN3CCCCC3)cn2)c(N)c1=O,0.4,3.2
E-0016649,Cn1cnc(-c2ccc(OCCN3CCCCC3)cc2)c(N)c1=O,-0.1,0.9
E-0016650,Cn1ccc(-c2ncc(OCCN3CCCCC3)cn2)c(N)c1=O,0.7,2.3
E-0016651,Cn1ccc(-c2cc(OCCN3CCCCC3)ccn2)c(N)c1=O,0.4,2.1
E-0016652,CN(C(=O)CCCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.3,2.8
E-0016653,Cn1cc(F)c2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,0.7,2.3
E-0016654,Cn1ccc2c([nH]c3cc(N4CCNCC4)ccc32)c1=O,-0.3,0.5
E-0016664,Cc1cc(-c2ccc(OCCN3CCCCC3)cn2)c2ccncc2c1N,2.2,0.0
E-0016665,Cc1ccnc(-c2ccc(OCCN3CCCCC3)c3cc[nH]c23)c1,2.9,7.4
E-0016666,Cc1cc(-c2ccc(OCCN3CCCCC3)c(C)n2)c2ccncc2c1N,2.4,0.5
E-0016667,Cc1nc(-c2ccc(N)c3cnccc23)ccc1OCCN1CCCCC1,2.1,1.3
E-0016669,C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.2,7.3
E-0016671,N#Cc1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccn12,2.3,3.0
E-0016672,N#Cc1cnn2cc(-c3ccc(OCCN4CCC(F)CC4)cc3)cnc12,2.1,15.6
E-0016673,N#Cc1cnn2cc(-c3ccc(C(N)=O)c(F)c3)cnc12,0.6,0.0
E-0016674,COCC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,2.1,5.4
E-0016687,Cc1nnc(-c2ccn3nc(C(=O)NC4CC5(C4)CN(c4ccncc4)C5)cc3c2)s1,1.2,4.2
E-0016688,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nc4c(s3)CNCC4)ccn2n1,0.2,4.0
E-0016689,CN1CCc2nc(-c3ccn4nc(C(=O)NC5CCN(c6ccncc6)CC5)cc4c3)sc2C1,1.6,74.6
E-0016690,Cn1cnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)c1,1.4,7.4
E-0016691,Cc1ncc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,2.4,17.4
E-0016692,Cc1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,2.5,36.6
E-0016693,CN1CCC(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,1.7,4.9
E-0016694,Cn1cnc(-c2ccn3nc(C(=O)Nc4ccc(N5CCOCC5)cc4)cc3c2)c1,2.4,0.0
E-0016695,CN(C)c1ccc(NC(=O)c2cc3cc(-c4cn(C)cn4)ccn3n2)cc1,2.9,19.9
E-0016696,Cn1cnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5F)CC4)cc3c2)c1,2.7,38.7
E-0016697,Cc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4cn(C)cn4)ccn3n2)CC1,2.4,5.0
E-0016698,C[C@@H]1CCC[C@@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2,3.7
E-0016699,CN(C)[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,0.6,3.6
E-0016700,CN(C)[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,0.6,3.0
E-0016702,Cn1ccc2c([nH]c3cc(OCCN4CC(O)C4)ccc32)c1=O,0.5,3.9
E-0016703,COC1CN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.4,7.4
E-0016704,COC1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,1.5,6.3
E-0016705,COC1CCN(CCN(C)c2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)CC1,2.4,8.7
E-0016706,Cn1ccc2c([nH]c3c(=O)n(CCN4CCCCC4)ccc32)c1=O,0.6,2.1
E-0016707,Cn1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1=O,-0.2,2.0
E-0016708,CN1CCN(c2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.3,7.2
E-0016710,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCOCC4)cnc3c12,1.4,3.8
E-0016711,Cn1ccc2c([nH]c3ccc(OCCN4CCCCC4)cc32)c1=O,1.2,2.6
E-0016720,CN1CCc2nc(Nc3ccn4nc(C(=O)NC5CCN(c6ccncc6)CC5)cc4c3)sc2C1,1.6,13.6
E-0016721,Cn1ccc(Oc2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,0.9,6.4
E-0016722,Cc1nc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)cs1,1.7,12.7
E-0016723,O=C(NC1CCN(c2ccncc2)CC1)c1cn2cc(-c3ccccn3)ccc2n1,1.6,5.6
E-0016724,CN1CCN(c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)CC1,0.5,13.6
E-0016725,Cc1nnc(-c2ccn3nc(C(=O)Nc4ccc(N5CCN(C)CC5)cc4)cc3c2)s1,2.0,31.4
E-0016726,COCCN1CCC(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,1.9,0.1
E-0016727,CN1CCN(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,1.9,7.6
E-0016728,Cn1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4F)CC2)n3C)c1,3.0,6.4
E-0016730,Cc1nc(-c2cc(C)c3ccncc3c2N)ccc1OCCN1CCCCC1,3.2,25.0
E-0016731,Cc1nc(-c2ccc3ccncc3c2N)ccc1OCCN1CCCCC1,2.8,4.9
E-0016732,Nc1c(-c2ccc3ccncc3c2)ccc(OCCN2CCOCC2)c1F,2.6,21.6
E-0016733,Cc1cc(-c2ccc(OCCN3CCCCC3)c(F)c2N)nc2cnccc12,2.6,10.5
E-0016735,C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.9,7.2
E-0016736,C[C@@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CC2CCC(C1)O2,3.0,323.1
E-0016737,C[C@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CC2CCC(C1)O2,3.0,359.5
E-0016738,N#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)c(F)c3)cnc12,2.4,105.2
E-0016739,O=C(O)c1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,-1.5,0.4
E-0016740,NC(=O)c1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,0.4,0.0
E-0016769,Cn1cc2c(cc1=O)[nH]c1cc(OCCN3CCCCC3)ccc12,0.6,2.0
E-0016770,Cn1ccn2c(nc3cc(OCCN4CCCCC4)ccc32)c1=O,-0.4,2.1
E-0016771,Cn1ccn2c(nc3ccc(OCCN4CCCCC4)cc32)c1=O,-0.2,0.3
E-0016772,CN(c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)C1CCNCC1,-1.6,2.7
E-0016773,CN1CCC(N(C)c2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.6,3.3
E-0016775,COC1CCN(CCOc2ccc3[nH]c4c(=O)n(C)ccc4c3c2)CC1,1.3,1.9
E-0016778,Cn1ccc2c([nH]c3cc(OCCN4CCC[C@H](C#N)C4)ccc32)c1=O,1.9,15.3
E-0016779,Cn1ccc2c([nH]c3cc(OCCN4CCC[C@@H](C#N)C4)ccc32)c1=O,2.0,13.6
E-0016781,Cn1ccc2c([nH]c3cc(OCCN4CCC(F)CC4)ccc32)c1=O,2.1,10.7
E-0016782,CN1CCC(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.0,2.1
E-0016784,CCN(C)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.9,5.8
E-0016815,Cc1nc2ccc(-c3ccc(OCCN4CCCCC4)c(C)c3N)cn2n1,1.7,3.7
E-0016816,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ncnn3c2)c1N,1.7,0.0
E-0016817,Cc1nc2c(C#N)cnn2c(N)c1-c1ccc(OCCN2CCCCC2)cc1,1.7,9.1
E-0016818,CCc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,2.9,25.6
E-0016819,N#Cc1cnn2cc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cnc12,2.9,99.9
E-0016820,COCC1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,1.2,4.7
E-0016821,CN(C(=O)OC(C)(C)C)C1CN(CCOc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,3.0,786.9
E-0016822,N#Cc1cnn2cc(-c3ccc(OCCN4CC5CC5C4)cc3)cnc12,2.0,91.8
E-0016823,CC(C)N1CC[C@@H](Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,1.4,42.7
E-0016824,CC(C)N1CC[C@H](Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)C1,1.4,5.2
E-0016825,CC(C)N1CCC(Oc2ccc(-c3cnc4c(C#N)cnn4c3)cc2)CC1,1.3,0.1
E-0016826,Nc1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,1.7,6.2
E-0016827,CNC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.0,4.7
E-0016830,Cc1nnc(-c2ccn3nc(C(=O)NCCNc4ccncc4)cc3c2)s1,-0.1,2.5
E-0016832,Cc1nnc(-c2ccn3nc(C(=O)NCCN(C)c4ccncc4)cc3c2)s1,0.0,0.5
E-0016837,Cn1cnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)n(C)c3c2)c1,1.3,3.6
E-0016838,Cn1cnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)cnn3c2)c1,-0.4,3.1
E-0016839,Cn1cnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)c1,-0.4,0.0
E-0016840,Cn1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,0.9,0.0
E-0016841,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)cnc21,0.7,8.0
E-0016842,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5C)CC4)cc3c2)s1,2.3,10.4
E-0016843,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccn3n2)CC1,2.1,52.1
E-0016845,Cn1ccc2c([nH]c3cc(OCCN4CC(F)C4)ccc32)c1=O,2.3,13.8
E-0016846,Cn1ccc2c([nH]c3cc(OCCN4CC(F)(F)C4)ccc32)c1=O,2.0,15.6
E-0016847,CN1CC[C@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.2,8.6
E-0016848,CN1CC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.1,8.0
E-0016849,CN1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.1,3.0
E-0016850,CN1CCC[C@@H](Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.3,6.6
E-0016851,CN1CCC[C@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.8,5.9
E-0016852,CN1CCC[C@@H]1COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.1,2.8
E-0016855,CN(c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)[C@@H]1C[C@H]2CC[C@@H](C1)N2,-0.6,0.9
E-0016856,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,1.9,1.1
E-0016859,Cn1cc(F)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,1.5,2.2
E-0016860,Cn1cc(Cl)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,2.2,4.4
E-0016861,Cn1c(=O)ccc2c3ccc(OCCN4CCCCC4)cc3[nH]c21,2.1,3.2
E-0016862,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CC[C@@H](F)C3)cc2)cc2cnccc12,3.1,153.8
E-0016863,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CC[C@@H](F)C3)cc2)cc2cnccc12,3.2,119.4
E-0016864,Cc1c(N)c(-c2ccc(OCCN3CC[C@H](F)C3)cc2)cc2cncnc12,2.7,31.6
E-0016865,Cc1c(N)c(-c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc2cncnc12,2.7,27.3
E-0016866,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cn2ncnc2c1Cl,1.7,0.7
E-0016867,Cc1cc(-c2ccc(OCCN3CCCCC3)c(F)c2N)cc2cnccc12,2.8,11.3
E-0016868,Cc1cc(-c2ccc(OCCN3CCCCC3)c(F)c2N)c2ccncc2c1,2.7,25.1
E-0016869,NC(=O)c1ncn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,0.5,0.5
